advertiser,campaign,device_type,frequency_buckets,users_in_bucket,impressions,total_cost,conversions,purchases,total_purchases,product_sales,total_product_sales,roas_totalproductsales,roas_productsales,conversion_rate_total_purchases,conversion_rate_purchases,conversion_rate_impressions_total_purchases,conversion_rate_impressions_purchases,clicks,time_window_start,time_window_end
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Conversion_ROAS,PC,Freq 31 to 35,759,24951,168.1336,7,5,7,92.66,127.1,0.76,0.55,0.92%,0.66%,0.03%,0.02%,3,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Conversion_ROAS,PC,Freq 31 to 35,4,130,0.24472,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-029_2021_Demobrand_1_Hum CRM Test_Conversion_ROAS,Tablet,Freq 21 to 25,2,45,0.06932,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR_AV_DO NOT BILL,Phone,Freq 16 to 20,515,9061,66.45512,6,3,6,31.6,42.79,0.64,0.48,1.17%,0.58%,0.07%,0.03%,17,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Adults,TV,Freq 06 to 10,2,18,0.03609,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,1,15,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Consideration_DPVR,Phone,Freq 35+,297,17508,45.85403,,,,,,,,,,,,41,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Conversion_ROAS,Tablet,Freq 21 to 25,8,181,1.20452,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,160,2054,,1,1,1,17.05,17.05,,,0.00625,0.00625,4.87E-04,4.87E-04,4,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 35+,3,389,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,Tablet,Freq 06 to 10,1422,10838,41.02842,6,5,6,24.54,31.22,0.76,0.6,0.42%,0.35%,0.06%,0.05%,13,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,TV,Freq 11 to 15,5,62,0.16066,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Conversion_ROAS,Tablet,Freq 35+,85,5274,18.91182,,,,,,,,,,,,12,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Consideration_DPVR,PC,Freq 26 to 30,19,541,1.6099,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Adults,PC,Freq 11 to 15,865,10951,27.55774,,,,,,,,,,,,4,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Awareness_CTR_FireTV_Pen,Phone,Freq 01 to 05,2,3,0.08693,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,1,18,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 26 to 30,42,1174,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR,Unknown,Freq 01 to 05,242,296,1.34245,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 21 to 25,347,7905,,1,1,1,7.92,7.92,,,0.002881844,0.002881844,1.27E-04,1.27E-04,20,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,[CLONED] Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Awareness_CTR_FireTablet_Pen,Tablet,Freq 11 to 15,67,817,7.81052,,,,,,,,,,,,4,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,TV,Freq 06 to 10,5,33,0.19022,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Consideration_DPVR,TV,Freq 01 to 05,34,59,0.30698,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,1,12,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,[CLONED] Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Awareness_CTR_FireTablet_Pen,Tablet,Freq 06 to 10,2195,14722,140.74232,4,0,4,0,119.09,0.85,0,0.18%,0.00%,0.03%,0.00%,73,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Conversion_ROAS,Tablet,Freq 11 to 15,53,681,3.68695,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 31 to 35,136,4470,,2,2,2,22.45,22.45,,,0.014705882,0.014705882,4.47E-04,4.47E-04,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Consideration_DPVR,Unknown,Freq 01 to 05,71,85,0.24569,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 31 to 35,32,1042,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,[CLONED] Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Awareness_CTR_FireTablet_Pen,Tablet,Freq 01 to 05,326148,464097,4436.76732,237,44,237,791.85,5365.28,1.21,0.18,0.07%,0.01%,0.05%,0.01%,5914,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR,Unknown,Freq 21 to 25,6,135,0.44817,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,Tablet,Freq 06 to 10,1915,14563,57.95361,6,2,6,30.56,89.35,1.54,0.53,0.31%,0.10%,0.04%,0.01%,36,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Consideration_DPVR,Tablet,Freq 21 to 25,177,4046,12.60823,,,,,,,,,,,,21,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR,Unknown,Freq 16 to 20,11,192,0.865,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 26 to 30,162,4503,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR_AV_DO NOT BILL,Phone,Freq 21 to 25,421,9496,74.32567,5,3,5,23.18,37.1,0.5,0.31,1.19%,0.71%,0.05%,0.03%,11,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Conversion_ROAS,PC,Freq 06 to 10,17406,128802,1271.87283,125,72,125,1193.66,1740.78,1.37,0.94,0.72%,0.41%,0.10%,0.06%,43,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 01 to 05,1,1,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Awareness_CTR_FireTV_Pen,TV,Freq 31 to 35,14,467,14.07226,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 35+,1,39,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 31 to 35,58,1905,,1,1,1,6.04,6.04,,,0.017241379,0.017241379,5.25E-04,5.25E-04,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 21 to 25,194,4417,,1,1,1,7.26,7.26,,,0.005154639,0.005154639,2.26E-04,2.26E-04,10,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Personal Care,PC,Freq 16 to 20,940,16764,74.85776,4,2,4,66.12,80.1,1.07,0.88,0.43%,0.21%,0.02%,0.01%,3,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,TV,Freq 16 to 20,2,37,0.06684,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 01 to 05,65,88,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,1,7,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 35+,0,66,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Conversion_ROAS,Phone,Freq 06 to 10,6475,48391,195.18475,78,58,78,553.73,816.26,4.18,2.84,1.20%,0.90%,0.16%,0.12%,48,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Consideration_DPVR,PC,Freq 21 to 25,47,1068,3.32602,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,1,15,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Personal Care,PC,Freq 35+,37,1899,3.21424,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 21 to 25,1,23,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR_AV_DO NOT BILL,TV,Freq 01 to 05,2,2,0.01582,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 21 to 25,1,21,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR,PC,Freq 35+,18,875,6.8674,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Personal Care,PC,Freq 01 to 05,102034,154242,765.39818,200,57,200,1019,2955.5,3.86,1.33,0.20%,0.06%,0.13%,0.04%,110,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Conversion_ROAS,Phone,Freq 11 to 15,22547,283674,2316.59776,165,128,165,1861.38,2394.84,1.03,0.8,0.73%,0.57%,0.06%,0.05%,380,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR,Unknown,Freq 06 to 10,30,218,0.77251,,,,,,,,,,,,4,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Conversion_ROAS,PC,Freq 11 to 15,1340,16936,59.94786,12,8,12,252.36,319.23,5.33,4.21,0.90%,0.60%,0.07%,0.05%,5,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Kids,PC,Freq 31 to 35,479,15740,48.0125,2,0,2,0,16.45,0.34,0,0.42%,0.00%,0.01%,0.00%,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,Phone,Freq 26 to 30,3932,109294,788.95912,43,22,43,221.59,415.49,0.53,0.28,1.09%,0.56%,0.04%,0.02%,206,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 01 to 05,1103,1405,,6,4,6,70.12,88.68,,,0.00543971,0.003626473,0.004270463,0.002846975,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 31 to 35,1,31,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Consideration_DPVR,Phone,Freq 06 to 10,3249,23831,139.94325,60,35,60,536.93,860.34,6.15,3.84,1.85%,1.08%,0.25%,0.15%,79,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Kids,Phone,Freq 01 to 05,368722,488320,3339.66345,888,435,888,5602.24,11259.48,3.37,1.68,0.24%,0.12%,0.18%,0.09%,772,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Consideration_DPVR,PC,Freq 31 to 35,16,533,1.52764,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,1,11,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Consideration_DPVR,Phone,Freq 01 to 05,95127,141749,965.56808,1008,513,1008,6081.59,11278.06,11.68,6.3,1.06%,0.54%,0.71%,0.36%,294,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,293,3685,,1,1,1,20.97,20.97,,,0.003412969,0.003412969,2.71E-04,2.71E-04,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,1,12,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_SnSS_Conversion_SnSS,Phone,Freq 31 to 35,19,625,2.69557,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,843,6216,,6,5,6,37.91,40.88,,,0.007117438,0.005931198,9.65E-04,8.04E-04,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Conversion_ROAS,TV,Freq 11 to 15,6,84,0.53771,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Kids,Tablet,Freq 06 to 10,860,6472,21.01615,2,2,2,26.91,26.91,1.28,1.28,0.23%,0.23%,0.03%,0.03%,10,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Adults,Phone,Freq 06 to 10,23078,173340,1203.30283,296,234,296,3052.44,3811.46,3.17,2.54,1.28%,1.01%,0.17%,0.13%,202,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR_AV_DO NOT BILL,PC,Freq 01 to 05,338315,348220,1131.99327,332,66,332,905.39,4355.98,3.85,0.8,0.10%,0.02%,0.10%,0.02%,92,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR,Tablet,Freq 26 to 30,673,18725,41.47311,2,1,2,12.84,32.78,0.79,0.31,0.30%,0.15%,0.01%,0.01%,63,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Conversion_ROAS,TV,Freq 01 to 05,51,92,0.17702,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Awareness_CTR_FireTV_Pen,TV,Freq 21 to 25,64,1445,42.07672,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Consideration_DPVR,Tablet,Freq 16 to 20,235,4168,12.45745,2,0,2,0,12.43,1,0,0.85%,0.00%,0.05%,0.00%,14,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,Phone,Freq 01 to 05,307877,669644,5105.96277,2913,1731,2913,12385.25,24361.04,4.77,2.43,0.95%,0.56%,0.44%,0.26%,683,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Kids,TV,Freq 01 to 05,137,225,0.84691,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,328,5778,,1,0,1,0,5.65,,,0.00304878,0,1.73E-04,0,17,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Consideration_DPVR,PC,Freq 21 to 25,20,447,3.61345,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Conversion_ROAS,Phone,Freq 26 to 30,374,10391,26.31828,5,5,5,40.26,40.26,1.53,1.53,1.34%,1.34%,0.05%,0.05%,7,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,1,19,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Adults,PC,Freq 26 to 30,131,3606,6.84795,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,TV,Freq 11 to 15,2,22,0.16564,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Consideration_DPVR,Tablet,Freq 26 to 30,144,4008,10.57681,,,,,,,,,,,,13,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 01 to 05,423,479,,2,1,2,24.99,31.48,,,0.004728132,0.002364066,0.004175365,0.002087683,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Kids,Phone,Freq 31 to 35,404,13272,48.61639,,,,,,,,,,,,24,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 31 to 35,107,3499,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Adults,Tablet,Freq 06 to 10,1055,8064,38.89541,4,4,4,50.58,50.58,1.3,1.3,0.38%,0.38%,0.05%,0.05%,12,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Consideration_DPVR,Phone,Freq 06 to 10,29641,221501,1663.48336,370,129,370,850.34,3179.64,1.91,0.51,1.25%,0.44%,0.17%,0.06%,434,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,266,2040,,1,1,1,13.44,13.44,,,0.003759398,0.003759398,4.90E-04,4.90E-04,3,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Consideration_DPVR,TV,Freq 06 to 10,2,16,0.08092,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR,Unknown,Freq 16 to 20,4,74,0.19151,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Conversion_ROAS,TV,Freq 06 to 10,7,51,0.37788,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Adults,PC,Freq 01 to 05,70004,132833,779.40233,467,309,467,4582.7,6681.05,8.57,5.88,0.67%,0.44%,0.35%,0.23%,46,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR,Phone,Freq 31 to 35,451,14865,55.61925,2,2,2,25.56,25.56,0.46,0.46,0.44%,0.44%,0.01%,0.01%,83,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR,Phone,Freq 06 to 10,6126,45170,271.40507,16,10,16,155.16,207.84,0.77,0.57,0.26%,0.16%,0.04%,0.02%,132,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR,Unknown,Freq 06 to 10,10,75,0.33272,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Consideration_DPVR,PC,Freq 31 to 35,8,262,1.44674,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,[CLONED] Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Awareness_CTR_FireTablet_Pen,Tablet,Freq 31 to 35,3,98,0.93688,,,,,,,,,,,,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Conversion_ROAS,PC,Freq 35+,2359,156557,594.99491,19,9,19,167.2,293.89,0.49,0.28,0.81%,0.38%,0.01%,0.01%,26,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,1,13,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,1,16,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 26 to 30,58,1609,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 35+,153,9832,,1,1,1,0,0,,,0.006535948,0.006535948,1.02E-04,1.02E-04,6,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR,Tablet,Freq 21 to 25,938,21351,46.53899,,,,,,,,,,,,60,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR_AV_DO NOT BILL,TV,Freq 01 to 05,293,296,0.72945,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Conversion_ROAS,Tablet,Freq 31 to 35,4,134,0.72104,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Conversion_ROAS,TV,Freq 01 to 05,31,54,0.52622,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR_AV_DO NOT BILL,Phone,Freq 26 to 30,168,4631,36.07062,2,1,2,10.58,40.52,1.12,0.29,1.19%,0.60%,0.04%,0.02%,8,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,PC,Freq 11 to 15,4013,50998,307.51625,50,22,50,164.49,466.46,1.52,0.53,1.25%,0.55%,0.10%,0.04%,15,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 21 to 25,1,23,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Adults,Tablet,Freq 26 to 30,51,1406,3.14059,,,,,,,,,,,,5,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
